date,past_2_weeks_per_capita,lon,lat,height
2020-10-19T00:00:00,9.2743924258,-88.4901541591,43.7535786938,M 0 0 L 0 -9.73811204709
2020-10-20T00:00:00,10.4735839386,-88.4901541591,43.7535786938,M 0 0 L 0 -10.99726313553
2020-10-21T00:00:00,11.5663955591,-88.4901541591,43.7535786938,M 0 0 L 0 -12.144715337055
2020-10-22T00:00:00,11.4696865662,-88.4901541591,43.7535786938,M 0 0 L 0 -12.04317089451
2020-10-23T00:00:00,11.4600156669,-88.4901541591,43.7535786938,M 0 0 L 0 -12.033016450245
2020-10-24T00:00:00,12.1369786176,-88.4901541591,43.7535786938,M 0 0 L 0 -12.74382754848
2020-10-25T00:00:00,13.3071574326,-88.4901541591,43.7535786938,M 0 0 L 0 -13.97251530423
2020-10-26T00:00:00,12.4464473951,-88.4901541591,43.7535786938,M 0 0 L 0 -13.068769764855
2020-10-27T00:00:00,12.9493341586,-88.4901541591,43.7535786938,M 0 0 L 0 -13.59680086653
2020-10-15T00:00:00,5.0791938604,-88.3045507354,43.0180500805,M 0 0 L 0 -5.333153553420001
2020-10-16T00:00:00,5.1262005255,-88.3045507354,43.0180500805,M 0 0 L 0 -5.382510551775
2020-10-17T00:00:00,5.3191752557,-88.3045507354,43.0180500805,M 0 0 L 0 -5.585134018485
2020-10-18T00:00:00,4.9629142153,-88.3045507354,43.0180500805,M 0 0 L 0 -5.2110599260649995
2020-10-19T00:00:00,4.8144721152,-88.3045507354,43.0180500805,M 0 0 L 0 -5.0551957209600005
2020-10-20T00:00:00,5.4305068308,-88.3045507354,43.0180500805,M 0 0 L 0 -5.70203217234
2020-10-21T00:00:00,5.9550022514,-88.3045507354,43.0180500805,M 0 0 L 0 -6.25275236397
2020-10-22T00:00:00,6.506712057,-88.3045507354,43.0180500805,M 0 0 L 0 -6.83204765985
2020-10-23T00:00:00,6.561140827,-88.3045507354,43.0180500805,M 0 0 L 0 -6.88919786835
2020-10-24T00:00:00,6.8382327473,-88.3045507354,43.0180500805,M 0 0 L 0 -7.180144384665001
2020-10-25T00:00:00,7.1573832627,-88.3045507354,43.0180500805,M 0 0 L 0 -7.515252425835
2020-10-26T00:00:00,7.2266562427,-88.3045507354,43.0180500805,M 0 0 L 0 -7.587989054835
2020-10-27T00:00:00,7.518592373,-88.3045507354,43.0180500805,M 0 0 L 0 -7.8945219916500005
2020-10-15T00:00:00,4.9532556995,-106.8792898543,44.7903046989,M 0 0 L 0 -5.200918484475
2020-10-16T00:00:00,5.1172707889,-106.8792898543,44.7903046989,M 0 0 L 0 -5.373134328345
2020-10-17T00:00:00,5.4124979498,-106.8792898543,44.7903046989,M 0 0 L 0 -5.68312284729
