lon,lat,date,county,state,cases,height
-122.53937685066808,41.59219590332254,2021-04-06,Siskiyou,California,1888,M -1 0 L 0 -0.1888 L 1 0
-108.5969463280553,37.33852774158341,2021-04-06,Montezuma,Colorado,1813,M -1 0 L 0 -0.1813 L 1 0
-84.747685252476,34.79035802279024,2021-04-06,Murray,Georgia,4762,M -1 0 L 0 -0.4762 L 1 0
-112.53960902698296,42.19494789110504,2021-04-06,Oneida,Idaho,349,M -1 0 L 0 -0.0349 L 1 0
-87.86878073176612,38.019742042544436,2021-04-06,Posey,Indiana,2667,M -1 0 L 0 -0.2667 L 1 0
-85.96463759086923,37.69790726561664,2021-04-06,Hardin,Kentucky,9324,M -1 0 L 0 -0.9324 L 1 0
-93.19341557440254,29.87490484756053,2021-04-06,Cameron,Louisiana,576,M -1 0 L 0 -0.0576 L 1 0
-94.83742524826746,38.56385618800522,2021-04-06,Miami,Kansas,2674,M -1 0 L 0 -0.2674 L 1 0
-115.72959913403648,43.98895649224726,2021-04-06,Boise,Idaho,329,M -1 0 L 0 -0.0329 L 1 0
-111.61353124793362,43.38753546619343,2021-04-06,Bonneville,Idaho,14339,M -1 0 L 0 -1.4339 L 1 0
-70.81231887503778,41.953669851913496,2021-04-06,Plymouth,Massachusetts,45076,M -1 0 L 0 -4.5076 L 1 0
-91.60231936127072,30.710876888416383,2021-04-06,Pointe Coupee,Louisiana,2491,M -1 0 L 0 -0.2491 L 1 0
-87.86949024783762,46.00861478798909,2021-04-06,Dickinson,Michigan,2476,M -1 0 L 0 -0.2476 L 1 0
-94.34013295892176,37.20330628305115,2021-04-06,Jasper,Missouri,9384,M -1 0 L 0 -0.9384 L 1 0
-101.31207118722232,37.19248395444859,2021-04-06,Stevens,Kansas,585,M -1 0 L 0 -0.0585 L 1 0
-90.21237129049116,42.364983268747956,2021-04-06,Jo Daviess,Illinois,1699,M -1 0 L 0 -0.1699 L 1 0
-90.20702648854832,40.47242192411732,2021-04-06,Fulton,Illinois,3414,M -1 0 L 0 -0.3414 L 1 0
-77.69571549480874,43.14617967113079,2021-04-06,Monroe,New York,57912,M -1 0 L 0 -5.7912 L 1 0
-91.4435562823359,47.64032503493787,2021-04-06,Lake,Minnesota,772,M -1 0 L 0 -0.0772 L 1 0
-120.38693156383032,42.79315802410452,2021-04-06,Lake,Oregon,406,M -1 0 L 0 -0.0406 L 1 0
-71.23015368264083,41.558909823725365,2021-04-06,Newport,Rhode Island,5785,M -1 0 L 0 -0.5785 L 1 0
-74.96270949012022,43.42040346871573,2021-04-06,Herkimer,New York,4814,M -1 0 L 0 -0.4814 L 1 0
-103.47056481887458,36.48152176383098,2021-04-06,Union,New Mexico,413,M -1 0 L 0 -0.0413 L 1 0
-94.60690820378356,29.738531122014233,2021-04-06,Chambers,Texas,4698,M -1 0 L 0 -0.4698 L 1 0
-119.74257419719935,48.54911832688093,2021-04-06,Okanogan,Washington,2302,M -1 0 L 0 -0.2302 L 1 0
-86.31579664863703,33.714764050635566,2021-04-06,St. Clair,Alabama,9384,M -1 0 L 0 -0.9384 L 1 0
-88.04187800129259,42.57591129001342,2021-04-06,Kenosha,Wisconsin,17587,M -1 0 L 0 -1.7587 L 1 0
-66.49469293559135,18.054202182801298,2021-04-06,Juana Diaz,Puerto Rico,1211,M -1 0 L 0 -0.1211 L 1 0
-89.39807932985435,43.81984367433673,2021-04-06,Marquette,Wisconsin,1519,M -1 0 L 0 -0.1519 L 1 0
-90.36114077246201,45.680123790702446,2021-04-06,Price,Wisconsin,1284,M -1 0 L 0 -0.1284 L 1 0
-65.90268480503252,18.427746958816584,2021-04-06,Loiza,Puerto Rico,1082,M -1 0 L 0 -0.1082 L 1 0
-115.8929731679266,47.35268256673595,2021-04-06,Shoshone,Idaho,1051,M -1 0 L 0 -0.1051 L 1 0
-81.54469453584838,35.95352162681825,2021-04-06,Caldwell,North Carolina,8997,M -1 0 L 0 -0.8997 L 1 0
-101.3418960041328,47.114941450934026,2021-04-06,Oliver,North Dakota,154,M -1 0 L 0 -0.0154 L 1 0
-95.7180989202842,40.12502373447181,2021-04-06,Richardson,Nebraska,715,M -1 0 L 0 -0.0715 L 1 0
-100.47695822995975,40.17538841026302,2021-04-06,Red Willow,Nebraska,1196,M -1 0 L 0 -0.1196 L 1 0
-94.39035111672545,30.331660699078444,2021-04-06,Hardin,Texas,5354,M -1 0 L 0 -0.5354 L 1 0
-87.65468090749995,34.90130297079842,2021-04-06,Lauderdale,Alabama,9165,M -1 0 L 0 -0.9165 L 1 0
-94.25397657085848,36.33875530060943,2021-04-06,Benton,Arkansas,28252,M -1 0 L 0 -2.8252 L 1 0
-89.52881854602114,41.40457081489359,2021-04-06,Bureau,Illinois,3448,M -1 0 L 0 -0.3448 L 1 0
-85.65467688723243,40.515907434434105,2021-04-06,Grant,Indiana,7102,M -1 0 L 0 -0.7102 L 1 0
-85.09478884053688,44.33783355314469,2021-04-06,Missaukee,Michigan,1162,M -1 0 L 0 -0.1162 L 1 0
-85.15305173778555,43.31039282224614,2021-04-06,Montcalm,Michigan,6344,M -1 0 L 0 -0.6344 L 1 0
-92.46931530555409,37.2711180447423,2021-04-06,Wright,Missouri,1556,M -1 0 L 0 -0.1556 L 1 0
-91.9650443212123,37.316822303056554,2021-04-06,Texas,Missouri,1827,M -1 0 L 0 -0.1827 L 1 0
-90.34510333058756,37.478680334571685,2021-04-06,Madison,Missouri,1621,M -1 0 L 0 -0.1621 L 1 0
-90.45295062623502,31.53342113816871,2021-04-06,Lincoln,Mississippi,3862,M -1 0 L 0 -0.3862 L 1 0
-104.41159865502397,34.342550692906386,2021-04-06,De Baca,New Mexico,134,M -1 0 L 0 -0.0134 L 1 0
-77.37556595488907,35.5931441226552,2021-04-06,Pitt,North Carolina,18304,M -1 0 L 0 -1.8304 L 1 0
-101.27901894825436,46.715340914029944,2021-04-06,Morton,North Dakota,5043,M -1 0 L 0 -0.5043 L 1 0
-82.59789851698949,41.14663386118881,2021-04-06,Huron,Ohio,5178,M -1 0 L 0 -0.5178 L 1 0
-95.9641781508624,35.64664930926924,2021-04-06,Okmulgee,Oklahoma,3676,M -1 0 L 0 -0.3676 L 1 0
-79.70363660847629,34.023439661289565,2021-04-06,Florence,South Carolina,17228,M -1 0 L 0 -1.7228 L 1 0
-81.72718727985416,34.00647309898122,2021-04-06,Saluda,South Carolina,1717,M -1 0 L 0 -0.1717 L 1 0
-86.42886546281963,37.7741325460618,2021-04-06,Breckinridge,Kentucky,1144,M -1 0 L 0 -0.1144 L 1 0
-87.94604632827995,37.65858892205414,2021-04-06,Union,Kentucky,1308,M -1 0 L 0 -0.1308 L 1 0
-84.8263101543002,36.80095893945054,2021-04-06,Wayne,Kentucky,2171,M -1 0 L 0 -0.2171 L 1 0
-85.1937810206702,38.21490339631881,2021-04-06,Shelby,Kentucky,4504,M -1 0 L 0 -0.4504 L 1 0
-77.35487764127178,35.02078986934732,2021-04-06,Jones,North Carolina,790,M -1 0 L 0 -0.079 L 1 0
-84.30801373707276,35.73605083591655,2021-04-06,Loudon,Tennessee,5930,M -1 0 L 0 -0.593 L 1 0
-97.13104175258705,31.99073093161155,2021-04-06,Hill,Texas,4415,M -1 0 L 0 -0.4415 L 1 0
-77.40530997296831,37.53800345639231,2021-04-06,Henrico,Virginia,23592,M -1 0 L 0 -2.3592 L 1 0
-81.08933351531454,40.57888439851873,2021-04-06,Carroll,Ohio,1870,M -1 0 L 0 -0.187 L 1 0
-97.72129902700993,48.36943986541652,2021-04-06,Walsh,North Dakota,1810,M -1 0 L 0 -0.181 L 1 0
-89.07216636469533,45.26217318687293,2021-04-06,Langlade,Wisconsin,2109,M -1 0 L 0 -0.2109 L 1 0
-91.27976003848758,45.06922295182865,2021-04-06,Chippewa,Wisconsin,7388,M -1 0 L 0 -0.7388 L 1 0
-91.4435453956077,29.704619419610445,2021-04-06,St. Mary,Louisiana,4536,M -1 0 L 0 -0.4536 L 1 0
-67.15356441936795,18.044123664296613,2021-04-06,Cabo Rojo,Puerto Rico,983,M -1 0 L 0 -0.0983 L 1 0
-123.08884631979872,45.94348480020888,2021-04-06,Columbia,Oregon,1441,M -1 0 L 0 -0.1441 L 1 0
-118.9678256264279,43.063390687788676,2021-04-06,Harney,Oregon,297,M -1 0 L 0 -0.0297 L 1 0
-97.59965024424129,30.647792946605772,2021-04-06,Williamson,Texas,43474,M -1 0 L 0 -4.3474 L 1 0
-109.507345697349,40.88612694557445,2021-04-06,Daggett,Utah,38,M -1 0 L 0 -0.0038 L 1 0
-100.41744426623534,29.35013854493969,2021-04-06,Kinney,Texas,340,M -1 0 L 0 -0.034 L 1 0
-111.57557091383809,41.089721309261506,2021-04-06,Morgan,Utah,1205,M -1 0 L 0 -0.1205 L 1 0
-76.94025054655398,36.68094437558443,2021-04-06,Franklin city,Virginia,1079,M -1 0 L 0 -0.1079 L 1 0
-104.33873006237557,39.64976761984491,2021-04-06,Arapahoe,Colorado,53828,M -1 0 L 0 -5.3828 L 1 0
-85.30103594807387,34.73525506729241,2021-04-06,Walker,Georgia,7168,M -1 0 L 0 -0.7168 L 1 0
-87.206757357706,39.77349001793474,2021-04-06,Parke,Indiana,1443,M -1 0 L 0 -0.1443 L 1 0
-85.74828169978954,38.68689620162666,2021-04-06,Scott,Indiana,2580,M -1 0 L 0 -0.258 L 1 0
-86.42284941465346,36.99393643842599,2021-04-06,Warren,Kentucky,15284,M -1 0 L 0 -1.5284 L 1 0
-93.34034017150496,32.092900858679585,2021-04-06,Red River,Louisiana,862,M -1 0 L 0 -0.0862 L 1 0
-94.72836357590943,44.24269808469207,2021-04-06,Brown,Minnesota,2831,M -1 0 L 0 -0.2831 L 1 0
-91.46930386572461,38.94207300823937,2021-04-06,Montgomery,Missouri,1031,M -1 0 L 0 -0.1031 L 1 0
-90.05440811205348,35.763216865350635,2021-04-06,Mississippi,Arkansas,5764,M -1 0 L 0 -0.5764 L 1 0
-91.81755626976312,36.38182127883663,2021-04-06,Fulton,Arkansas,1101,M -1 0 L 0 -0.1101 L 1 0
-85.80265712511417,34.4611766061548,2021-04-06,DeKalb,Alabama,8712,M -1 0 L 0 -0.8712 L 1 0
-94.06350816537058,34.861039035518125,2021-04-06,Scott,Arkansas,928,M -1 0 L 0 -0.0928 L 1 0
-123.89689367532485,41.743119436305534,2021-04-06,Del Norte,California,1230,M -1 0 L 0 -0.123 L 1 0
-89.6633816324306,42.35162633251661,2021-04-06,Stephenson,Illinois,4346,M -1 0 L 0 -0.4346 L 1 0
-86.44879304260033,38.29128797006198,2021-04-06,Crawford,Indiana,966,M -1 0 L 0 -0.0966 L 1 0
-85.90849214901503,38.3178595302113,2021-04-06,Floyd,Indiana,7477,M -1 0 L 0 -0.7477 L 1 0
-81.49517878440462,31.828150632018303,2021-04-06,Liberty,Georgia,3714,M -1 0 L 0 -0.3714 L 1 0
-114.26453158688047,42.69022083138959,2021-04-06,Jerome,Idaho,2541,M -1 0 L 0 -0.2541 L 1 0
-75.62284788657254,38.37374232886405,2021-04-06,Wicomico,Maryland,7156,M -1 0 L 0 -0.7156 L 1 0
-88.36577838929105,46.662305035535354,2021-04-06,Baraga,Michigan,798,M -1 0 L 0 -0.0798 L 1 0
-114.87662184772579,37.64336624987374,2021-04-06,Lincoln,Nevada,354,M -1 0 L 0 -0.0354 L 1 0
-75.10931177666784,39.37197624045964,2021-04-06,Cumberland,New Jersey,15530,M -1 0 L 0 -1.553 L 1 0
-84.96501361942418,38.94877137909425,2021-04-06,Ohio,Indiana,552,M -1 0 L 0 -0.0552 L 1 0
-75.06880287934169,44.49611671864389,2021-04-06,St. Lawrence,New York,6008,M -1 0 L 0 -0.6008 L 1 0
-91.03671041231226,31.733544427772262,2021-04-06,Jefferson,Mississippi,646,M -1 0 L 0 -0.0646 L 1 0
-95.55132738750471,34.0271113756512,2021-04-06,Choctaw,Oklahoma,1601,M -1 0 L 0 -0.1601 L 1 0
-90.88668068127373,39.62199036468084,2021-04-06,Pike,Illinois,1739,M -1 0 L 0 -0.1739 L 1 0
-91.1810397271355,40.923218396598784,2021-04-06,Des Moines,Iowa,4373,M -1 0 L 0 -0.4373 L 1 0
-105.01533612189618,48.294573310867946,2021-04-06,Roosevelt,Montana,1593,M -1 0 L 0 -0.1593 L 1 0
-82.63797870667541,34.51882423379298,2021-04-06,Anderson,South Carolina,21977,M -1 0 L 0 -2.1977 L 1 0
-103.45143505637171,43.67677603796513,2021-04-06,Custer,South Dakota,792,M -1 0 L 0 -0.0792 L 1 0
-89.89565891736794,35.184720924729106,2021-04-06,Shelby,Tennessee,91847,M -1 0 L 0 -9.1847 L 1 0
-74.91278242599458,40.56617436266176,2021-04-06,Hunterdon,New Jersey,8688,M -1 0 L 0 -0.8688 L 1 0
-79.87472781134026,36.681583059042914,2021-04-06,Henry,Virginia,4405,M -1 0 L 0 -0.4405 L 1 0
-76.36133253567677,37.055940806436965,2021-04-06,Hampton city,Virginia,9708,M -1 0 L 0 -0.9708 L 1 0
-107.9124301562358,48.25999759512308,2021-04-06,Phillips,Montana,518,M -1 0 L 0 -0.0518 L 1 0
-82.63613782432778,31.805348223849045,2021-04-06,Jeff Davis,Georgia,1859,M -1 0 L 0 -0.1859 L 1 0
-110.65560350126565,42.26398407003668,2021-04-06,Lincoln,Wyoming,1373,M -1 0 L 0 -0.1373 L 1 0
-87.95223634061387,32.85254796271158,2021-04-06,Greene,Alabama,906,M -1 0 L 0 -0.0906 L 1 0
-93.99274784307288,34.088365398890176,2021-04-06,Howard,Arkansas,1641,M -1 0 L 0 -0.1641 L 1 0
-79.56933653166233,38.36252341108563,2021-04-06,Highland,Virginia,108,M -1 0 L 0 -0.0108 L 1 0
-77.09015410087888,37.71057046136702,2021-04-06,King William,Virginia,1100,M -1 0 L 0 -0.11 L 1 0
-91.20124627399873,46.52421541163402,2021-04-06,Bayfield,Wisconsin,1200,M -1 0 L 0 -0.12 L 1 0
-90.8353995359522,43.59343372625522,2021-04-06,Vernon,Wisconsin,1950,M -1 0 L 0 -0.195 L 1 0
-98.06633525445982,41.706269071553024,2021-04-06,Boone,Nebraska,568,M -1 0 L 0 -0.0568 L 1 0
-95.14819156214155,39.787968555786065,2021-04-06,Doniphan,Kansas,963,M -1 0 L 0 -0.0963 L 1 0
-98.97507252297314,41.22018609178284,2021-04-06,Sherman,Nebraska,189,M -1 0 L 0 -0.0189 L 1 0
-118.43544673850991,38.53855143965602,2021-04-06,Mineral,Nevada,305,M -1 0 L 0 -0.0305 L 1 0
-87.71779332072755,36.28538497889843,2021-04-06,Houston,Tennessee,1070,M -1 0 L 0 -0.107 L 1 0
-96.60448447097707,28.502539562162674,2021-04-06,Calhoun,Texas,2181,M -1 0 L 0 -0.2181 L 1 0
-85.60409700826838,34.17552249058526,2021-04-06,Cherokee,Alabama,1814,M -1 0 L 0 -0.1814 L 1 0
-108.27380306819951,45.93708947251611,2021-04-06,Yellowstone,Montana,16758,M -1 0 L 0 -1.6758 L 1 0
-98.50344890593794,40.87223790574203,2021-04-06,Hall,Nebraska,7639,M -1 0 L 0 -0.7639 L 1 0
-99.9292248769564,42.42978308534053,2021-04-06,Brown,Nebraska,218,M -1 0 L 0 -0.0218 L 1 0
-106.80922889919196,34.71526276987722,2021-04-06,Valencia,New Mexico,6751,M -1 0 L 0 -0.6751 L 1 0
-104.81573499037809,35.48052649063005,2021-04-06,San Miguel,New Mexico,1319,M -1 0 L 0 -0.1319 L 1 0
-80.25563028483765,36.13197194297949,2021-04-06,Forsyth,North Carolina,33611,M -1 0 L 0 -3.3611 L 1 0
-78.0039097799118,35.36376834734328,2021-04-06,Wayne,North Carolina,10634,M -1 0 L 0 -1.0634 L 1 0
-78.56312595584868,34.61547706305168,2021-04-06,Bladen,North Carolina,3119,M -1 0 L 0 -0.3119 L 1 0
-110.8869567832363,46.598390516970284,2021-04-06,Meagher,Montana,128,M -1 0 L 0 -0.0128 L 1 0
-84.31538877298618,37.366491901040305,2021-04-06,Rockcastle,Kentucky,1428,M -1 0 L 0 -0.1428 L 1 0
-82.12670626361864,34.15435761354728,2021-04-06,Greenwood,South Carolina,7731,M -1 0 L 0 -0.7731 L 1 0
-86.7758863137462,37.84158998759638,2021-04-06,Hancock,Kentucky,841,M -1 0 L 0 -0.0841 L 1 0
-84.92838092251166,37.32321458313503,2021-04-06,Casey,Kentucky,1348,M -1 0 L 0 -0.1348 L 1 0
-84.5789603936627,37.873294401356574,2021-04-06,Jessamine,Kentucky,4400,M -1 0 L 0 -0.44 L 1 0
-82.16971680818581,35.278548354891456,2021-04-06,Polk,North Carolina,1415,M -1 0 L 0 -0.1415 L 1 0
-82.16408858265005,36.01700957973404,2021-04-06,Mitchell,North Carolina,1316,M -1 0 L 0 -0.1316 L 1 0
-76.00703407409166,36.4070004324941,2021-04-06,Currituck,North Carolina,1469,M -1 0 L 0 -0.1469 L 1 0
-80.38895808238469,37.174500468811054,2021-04-06,Montgomery,Virginia,8896,M -1 0 L 0 -0.8896 L 1 0
-77.47271367453043,37.52735509412488,2021-04-06,Richmond city,Virginia,15991,M -1 0 L 0 -1.5991 L 1 0
-118.89773901043625,46.53462404579984,2021-04-06,Franklin,Washington,11654,M -1 0 L 0 -1.1654 L 1 0
-66.25179733246806,18.285851505920615,2021-04-06,Naranjito,Puerto Rico,1698,M -1 0 L 0 -0.1698 L 1 0
-97.83660290450462,34.11099230492064,2021-04-06,Jefferson,Oklahoma,683,M -1 0 L 0 -0.0683 L 1 0
-81.85306690139434,36.45355276514191,2021-04-06,Johnson,Tennessee,2236,M -1 0 L 0 -0.2236 L 1 0
-84.81201527409303,35.513101726939844,2021-04-06,Meigs,Tennessee,1319,M -1 0 L 0 -0.1319 L 1 0
-99.08097366912807,43.71820997222725,2021-04-06,Brule,South Dakota,699,M -1 0 L 0 -0.0699 L 1 0
-96.79402430399408,32.34857109463153,2021-04-06,Ellis,Texas,22183,M -1 0 L 0 -2.2183 L 1 0
-98.20866967378198,33.785619080138034,2021-04-06,Clay,Texas,1023,M -1 0 L 0 -0.1023 L 1 0
-79.14514010014733,37.605364060971255,2021-04-06,Amherst,Virginia,2804,M -1 0 L 0 -0.2804 L 1 0
-106.92513547901802,37.670184931731086,2021-04-06,Mineral,Colorado,86,M -1 0 L 0 -0.0086 L 1 0
-82.29993492709704,32.588453041380156,2021-04-06,Emanuel,Georgia,2520,M -1 0 L 0 -0.252 L 1 0
-89.9167340450679,40.23860096751634,2021-04-06,Mason,Illinois,1361,M -1 0 L 0 -0.1361 L 1 0
-93.46360515561732,42.036020599667445,2021-04-06,Story,Iowa,10184,M -1 0 L 0 -1.0184 L 1 0
-96.21471810048551,42.737325972158374,2021-04-06,Plymouth,Iowa,3914,M -1 0 L 0 -0.3914 L 1 0
-97.46109336316405,37.68516897756921,2021-04-06,Sedgwick,Kansas,54913,M -1 0 L 0 -5.4913 L 1 0
-85.12206454158937,38.44926919446014,2021-04-06,Henry,Kentucky,1304,M -1 0 L 0 -0.1304 L 1 0
-90.35833752545727,29.90540531772597,2021-04-06,St. Charles,Louisiana,5306,M -1 0 L 0 -0.5306 L 1 0
-87.80419655340864,34.70089036529065,2021-04-06,Colbert,Alabama,6184,M -1 0 L 0 -0.6184 L 1 0
-111.79004463883214,32.09720255373977,2021-04-06,Pima,Arizona,113171,M -1 0 L 0 -11.3171 L 1 0
-109.24151288354119,33.21620973329678,2021-04-06,Greenlee,Arizona,566,M -1 0 L 0 -0.0566 L 1 0
-91.24348977083149,35.185495338089986,2021-04-06,Woodruff,Arkansas,636,M -1 0 L 0 -0.0636 L 1 0
-80.46569418075265,26.647278452636243,2021-04-06,Palm Beach,Florida,133834,M -1 0 L 0 -13.3834 L 1 0
-81.53837204887742,31.22917066502539,2021-04-06,Glynn,Georgia,7862,M -1 0 L 0 -0.7862 L 1 0
-92.86865281336469,40.742821418649335,2021-04-06,Appanoose,Iowa,1259,M -1 0 L 0 -0.1259 L 1 0
-90.88207768527684,42.468476023396654,2021-04-06,Dubuque,Iowa,12913,M -1 0 L 0 -1.2913 L 1 0
-85.38844363601315,36.785927157019735,2021-04-06,Cumberland,Kentucky,681,M -1 0 L 0 -0.0681 L 1 0
-91.7312108319344,29.89439507760188,2021-04-06,Iberia,Louisiana,6682,M -1 0 L 0 -0.6682 L 1 0
-87.72745221345629,38.721151493118576,2021-04-06,Lawrence,Illinois,2383,M -1 0 L 0 -0.2383 L 1 0
-76.6044304165934,38.30117303301745,2021-04-06,St. Mary's,Maryland,5499,M -1 0 L 0 -0.5499 L 1 0
-91.09695561256062,30.538284513166353,2021-04-06,East Baton Rouge,Louisiana,37641,M -1 0 L 0 -3.7641 L 1 0
-92.55816375740001,31.599903891083674,2021-04-06,Grant,Louisiana,2084,M -1 0 L 0 -0.2084 L 1 0
-86.26768819891367,43.64125998683133,2021-04-06,Oceana,Michigan,2098,M -1 0 L 0 -0.2098 L 1 0
-96.1353833355721,40.648334304689286,2021-04-06,Otoe,Nebraska,1388,M -1 0 L 0 -0.1388 L 1 0
-88.45186620858294,42.32441299239267,2021-04-06,McHenry,Illinois,25920,M -1 0 L 0 -2.592 L 1 0
-98.78564231183623,39.78514848400976,2021-04-06,Smith,Kansas,271,M -1 0 L 0 -0.0271 L 1 0
-88.42810784755426,41.939389354244746,2021-04-06,Kane,Illinois,53632,M -1 0 L 0 -5.3632 L 1 0
-105.74266226144414,32.61364444797015,2021-04-06,Otero,New Mexico,4774,M -1 0 L 0 -0.4774 L 1 0
-86.63704634873139,38.08192088506229,2021-04-06,Perry,Indiana,1793,M -1 0 L 0 -0.1793 L 1 0
-87.42221587585783,38.68709587620648,2021-04-06,Knox,Indiana,3624,M -1 0 L 0 -0.3624 L 1 0
-80.03355589088247,41.99248140497583,2021-04-06,Erie,Pennsylvania,18926,M -1 0 L 0 -1.8926 L 1 0
-79.95186641091155,32.83396800982788,2021-04-06,Charleston,South Carolina,41076,M -1 0 L 0 -4.1076 L 1 0
-81.18532748960924,34.97463912900139,2021-04-06,York,South Carolina,29018,M -1 0 L 0 -2.9018 L 1 0
-81.03177563120319,32.436160043327824,2021-04-06,Jasper,South Carolina,2249,M -1 0 L 0 -0.2249 L 1 0
-74.30734635162288,41.40151411762425,2021-04-06,Orange,New York,44385,M -1 0 L 0 -4.4385 L 1 0
-72.71333924569763,42.99058562456691,2021-04-06,Windham,Vermont,1147,M -1 0 L 0 -0.1147 L 1 0
-108.71461385735233,31.914437760216604,2021-04-06,Hidalgo,New Mexico,355,M -1 0 L 0 -0.0355 L 1 0
-107.99922618421299,34.91238212719762,2021-04-06,Cibola,New Mexico,3474,M -1 0 L 0 -0.3474 L 1 0
-81.1125066622023,37.40613394271508,2021-04-06,Mercer,West Virginia,4423,M -1 0 L 0 -0.4423 L 1 0
-80.66228924432559,39.85999307540607,2021-04-06,Marshall,West Virginia,3201,M -1 0 L 0 -0.3201 L 1 0
-86.20775036154456,32.22006058106301,2021-04-06,Montgomery,Alabama,23856,M -1 0 L 0 -2.3856 L 1 0
-86.03510361849813,34.04410345630827,2021-04-06,Etowah,Alabama,13653,M -1 0 L 0 -1.3653 L 1 0
-87.84374827377133,34.441959380465526,2021-04-06,Franklin,Alabama,4190,M -1 0 L 0 -0.419 L 1 0
-159.82292754568587,60.913072562511196,2021-04-06,Bethel Census Area,Alaska,3810,M -1 0 L 0 -0.381 L 1 0
-102.82551695302087,44.00338393182662,2021-04-06,Pennington,South Dakota,13293,M -1 0 L 0 -1.3293 L 1 0
-98.3458820610964,44.9384099405187,2021-04-06,Spink,South Dakota,826,M -1 0 L 0 -0.0826 L 1 0
-96.65617062154064,42.83304330578908,2021-04-06,Union,South Dakota,2164,M -1 0 L 0 -0.2164 L 1 0
-80.72875507397949,32.38696104440034,2021-04-06,Beaufort,South Carolina,16360,M -1 0 L 0 -1.636 L 1 0
-83.1216533134671,35.926491013886796,2021-04-06,Cocke,Tennessee,4377,M -1 0 L 0 -0.4377 L 1 0
-75.1075854343708,40.335837589016855,2021-04-06,Bucks,Pennsylvania,52661,M -1 0 L 0 -5.2661 L 1 0
-97.88408169015118,42.98915704724147,2021-04-06,Bon Homme,South Dakota,1515,M -1 0 L 0 -0.1515 L 1 0
-87.356073323092,36.14948551991149,2021-04-06,Dickson,Tennessee,6596,M -1 0 L 0 -0.6596 L 1 0
-95.61759043329924,36.79835266573954,2021-04-06,Nowata,Oklahoma,1126,M -1 0 L 0 -0.1126 L 1 0
-96.28801828285145,32.59910316472462,2021-04-06,Kaufman,Texas,15568,M -1 0 L 0 -1.5568 L 1 0
-99.77874360198003,33.97446392346721,2021-04-06,Foard,Texas,120,M -1 0 L 0 -0.012 L 1 0
-67.11590302969697,18.136676699823663,2021-04-06,Hormigueros,Puerto Rico,439,M -1 0 L 0 -0.0439 L 1 0
-69.85385413740418,43.95972354319653,2021-04-06,Sagadahoc,Maine,1027,M -1 0 L 0 -0.1027 L 1 0
-96.57249412890401,33.18800877430267,2021-04-06,Collin,Texas,87267,M -1 0 L 0 -8.7267 L 1 0
-98.55777472127676,31.94834837671584,2021-04-06,Comanche,Texas,1522,M -1 0 L 0 -0.1522 L 1 0
-99.86483730929699,31.326814841639415,2021-04-06,Concho,Texas,372,M -1 0 L 0 -0.0372 L 1 0
-102.51526814178176,31.429173654276063,2021-04-06,Crane,Texas,520,M -1 0 L 0 -0.052 L 1 0
-104.30439840022491,32.4709003121459,2021-04-06,Eddy,New Mexico,6684,M -1 0 L 0 -0.6684 L 1 0
-91.79210649130722,37.87668193954627,2021-04-06,Phelps,Missouri,3757,M -1 0 L 0 -0.3757 L 1 0
-93.71659355227467,35.215680383092035,2021-04-06,Logan,Arkansas,2206,M -1 0 L 0 -0.2206 L 1 0
-93.98987499906025,39.352586481619156,2021-04-06,Ray,Missouri,1951,M -1 0 L 0 -0.1951 L 1 0
-117.4121882656422,36.511499265858056,2021-04-06,Inyo,California,1377,M -1 0 L 0 -0.1377 L 1 0
-79.46520027722977,40.81198676417283,2021-04-06,Armstrong,Pennsylvania,5261,M -1 0 L 0 -0.5261 L 1 0
-81.22283172427242,35.485417926549346,2021-04-06,Lincoln,North Carolina,9378,M -1 0 L 0 -0.9378 L 1 0
-82.98254886625911,35.55622908883679,2021-04-06,Haywood,North Carolina,4083,M -1 0 L 0 -0.4083 L 1 0
-83.51084457882031,36.27820056216358,2021-04-06,Grainger,Tennessee,2535,M -1 0 L 0 -0.2535 L 1 0
-78.20426917653478,41.43675256391736,2021-04-06,Cameron,Pennsylvania,281,M -1 0 L 0 -0.0281 L 1 0
-96.97592425173303,42.91434389609735,2021-04-06,Clay,South Dakota,1875,M -1 0 L 0 -0.1875 L 1 0
-75.70994278329333,40.91833200733135,2021-04-06,Carbon,Pennsylvania,5540,M -1 0 L 0 -0.554 L 1 0
-80.15736088111693,34.6398348138568,2021-04-06,Chesterfield,South Carolina,4598,M -1 0 L 0 -0.4598 L 1 0
-80.40441055904205,33.07810333518313,2021-04-06,Dorchester,South Carolina,16554,M -1 0 L 0 -1.6554 L 1 0
-92.96193112384456,39.515106028557945,2021-04-06,Chariton,Missouri,669,M -1 0 L 0 -0.0669 L 1 0
-72.91052277816449,44.85714258349737,2021-04-06,Franklin,Vermont,1782,M -1 0 L 0 -0.1782 L 1 0
-78.6509719102304,41.425133509425,2021-04-06,Elk,Pennsylvania,2612,M -1 0 L 0 -0.2612 L 1 0
-76.34315319272804,37.43795585695601,2021-04-06,Mathews,Virginia,581,M -1 0 L 0 -0.0581 L 1 0
-92.42827556989835,38.214146991331205,2021-04-06,Miller,Missouri,2514,M -1 0 L 0 -0.2514 L 1 0
-105.57146054238551,46.25260233967091,2021-04-06,Custer,Montana,1174,M -1 0 L 0 -0.1174 L 1 0
